"name","year","qtd"
"feature: apps management","2019-6-1","21"
"feature: apps management","2019-7-1","20"
"feature: apps management","2019-8-1","16"
"feature: apps management","2019-9-1","0"
"feature: apps management","2019-10-1","0"
"feature: apps management","2019-11-1","0"
"feature: apps management","2019-12-1","0"
"feature: encryption (server-side)","2016-1-1","0"
"feature: encryption (server-side)","2016-2-1","0"
"feature: encryption (server-side)","2016-3-1","0"
"feature: encryption (server-side)","2016-4-1","0"
"feature: encryption (server-side)","2016-5-1","0"
"feature: encryption (server-side)","2016-6-1","0"
"feature: encryption (server-side)","2016-7-1","3"
"feature: encryption (server-side)","2016-8-1","5"
"feature: encryption (server-side)","2016-9-1","6"
"feature: encryption (server-side)","2016-10-1","7"
"feature: encryption (server-side)","2016-11-1","12"
"feature: encryption (server-side)","2016-12-1","13"
"feature: encryption (server-side)","2017-1-1","26"
"feature: encryption (server-side)","2017-2-1","25"
"feature: encryption (server-side)","2017-3-1","40"
"feature: encryption (server-side)","2017-4-1","37"
"feature: encryption (server-side)","2017-5-1","36"
"feature: encryption (server-side)","2017-6-1","38"
"feature: encryption (server-side)","2017-7-1","43"
"feature: encryption (server-side)","2017-8-1","36"
"feature: encryption (server-side)","2017-9-1","35"
"feature: encryption (server-side)","2017-10-1","36"
"feature: encryption (server-side)","2017-11-1","40"
"feature: encryption (server-side)","2017-12-1","40"
"feature: encryption (server-side)","2018-1-1","46"
"feature: encryption (server-side)","2018-2-1","54"
"feature: encryption (server-side)","2018-3-1","59"
"feature: encryption (server-side)","2018-4-1","59"
"feature: encryption (server-side)","2018-5-1","57"
"feature: encryption (server-side)","2018-6-1","62"
"feature: encryption (server-side)","2018-7-1","68"
"feature: encryption (server-side)","2018-8-1","72"
"feature: encryption (server-side)","2018-9-1","40"
"feature: encryption (server-side)","2018-10-1","45"
"feature: encryption (server-side)","2018-11-1","37"
"feature: encryption (server-side)","2018-12-1","38"
"feature: encryption (server-side)","2019-1-1","24"
"feature: encryption (server-side)","2019-2-1","20"
"feature: encryption (server-side)","2019-3-1","20"
"feature: encryption (server-side)","2019-4-1","21"
"feature: encryption (server-side)","2019-5-1","22"
"feature: encryption (server-side)","2019-6-1","25"
"feature: encryption (server-side)","2019-7-1","22"
"feature: encryption (server-side)","2019-8-1","22"
"feature: encryption (server-side)","2019-9-1","0"
"feature: encryption (server-side)","2019-10-1","0"
"feature: encryption (server-side)","2019-11-1","0"
"feature: encryption (server-side)","2019-12-1","0"
"feature: trashbin","2016-1-1","0"
"feature: trashbin","2016-2-1","0"
"feature: trashbin","2016-3-1","0"
"feature: trashbin","2016-4-1","0"
"feature: trashbin","2016-5-1","0"
"feature: trashbin","2016-6-1","2"
"feature: trashbin","2016-7-1","6"
"feature: trashbin","2016-8-1","5"
"feature: trashbin","2016-9-1","10"
"feature: trashbin","2016-10-1","7"
"feature: trashbin","2016-11-1","10"
"feature: trashbin","2016-12-1","10"
"feature: trashbin","2017-1-1","18"
"feature: trashbin","2017-2-1","19"
"feature: trashbin","2017-3-1","24"
"feature: trashbin","2017-4-1","19"
"feature: trashbin","2017-5-1","20"
"feature: trashbin","2017-6-1","22"
"feature: trashbin","2017-7-1","23"
"feature: trashbin","2017-8-1","21"
"feature: trashbin","2017-9-1","20"
"feature: trashbin","2017-10-1","18"
"feature: trashbin","2017-11-1","20"
"feature: trashbin","2017-12-1","18"
"feature: trashbin","2018-1-1","16"
"feature: trashbin","2018-2-1","16"
"feature: trashbin","2018-3-1","18"
"feature: trashbin","2018-4-1","20"
"feature: trashbin","2018-5-1","30"
"feature: trashbin","2018-6-1","26"
"feature: trashbin","2018-7-1","22"
"feature: trashbin","2018-8-1","22"
"feature: trashbin","2018-9-1","16"
"feature: trashbin","2018-10-1","16"
"feature: trashbin","2018-11-1","14"
"feature: trashbin","2018-12-1","14"
"feature: trashbin","2019-1-1","12"
"feature: trashbin","2019-2-1","11"
"feature: trashbin","2019-3-1","7"
"feature: trashbin","2019-4-1","6"
"feature: trashbin","2019-5-1","6"
"feature: trashbin","2019-6-1","6"
"feature: trashbin","2019-7-1","7"
"feature: trashbin","2019-8-1","7"
"feature: trashbin","2019-9-1","0"
"feature: trashbin","2019-10-1","0"
"feature: trashbin","2019-11-1","0"
"feature: trashbin","2019-12-1","0"
"help wanted","2016-1-1","0"
"help wanted","2016-2-1","0"
"help wanted","2016-3-1","0"
"help wanted","2016-4-1","0"
"help wanted","2016-5-1","0"
"help wanted","2016-6-1","2"
"help wanted","2016-7-1","2"
"help wanted","2016-8-1","10"
"help wanted","2016-9-1","19"
"help wanted","2016-10-1","23"
"help wanted","2016-11-1","21"
"help wanted","2016-12-1","19"
"help wanted","2017-1-1","33"
"help wanted","2017-2-1","35"
"help wanted","2017-3-1","49"
"help wanted","2017-4-1","48"
"help wanted","2017-5-1","44"
"help wanted","2017-6-1","42"
"help wanted","2017-7-1","40"
"help wanted","2017-8-1","39"
"help wanted","2017-9-1","36"
"help wanted","2017-10-1","41"
"help wanted","2017-11-1","41"
"help wanted","2017-12-1","39"
"help wanted","2018-1-1","37"
"help wanted","2018-2-1","37"
"help wanted","2018-3-1","36"
"help wanted","2018-4-1","36"
"help wanted","2018-5-1","36"
"help wanted","2018-6-1","35"
"help wanted","2018-7-1","35"
"help wanted","2018-8-1","33"
"help wanted","2018-9-1","23"
"help wanted","2018-10-1","24"
"help wanted","2018-11-1","24"
"help wanted","2018-12-1","23"
"help wanted","2019-1-1","17"
"help wanted","2019-2-1","20"
"help wanted","2019-3-1","17"
"help wanted","2019-4-1","17"
"help wanted","2019-5-1","16"
"help wanted","2019-6-1","19"
"help wanted","2019-7-1","17"
"help wanted","2019-8-1","16"
"help wanted","2019-9-1","0"
"help wanted","2019-10-1","0"
"help wanted","2019-11-1","0"
"help wanted","2019-12-1","0"
"feature: emails","2016-1-1","0"
"feature: emails","2016-2-1","0"
"feature: emails","2016-3-1","0"
"feature: emails","2016-4-1","0"
"feature: emails","2016-5-1","0"
"feature: emails","2016-6-1","0"
"feature: emails","2016-7-1","0"
"feature: emails","2016-8-1","0"
"feature: emails","2016-9-1","0"
"feature: emails","2016-10-1","0"
"feature: emails","2016-11-1","0"
"feature: emails","2016-12-1","0"
"feature: emails","2017-1-1","0"
"feature: emails","2017-2-1","0"
"feature: emails","2017-3-1","0"
"feature: emails","2017-4-1","0"
"feature: emails","2017-5-1","1"
"feature: emails","2017-6-1","1"
"feature: emails","2017-7-1","1"
"feature: emails","2017-8-1","3"
"feature: emails","2017-9-1","3"
"feature: emails","2017-10-1","1"
"feature: emails","2017-11-1","1"
"feature: emails","2017-12-1","1"
"feature: emails","2018-1-1","3"
"feature: emails","2018-2-1","2"
"feature: emails","2018-3-1","2"
"feature: emails","2018-4-1","4"
"feature: emails","2018-5-1","4"
"feature: emails","2018-6-1","4"
"feature: emails","2018-7-1","4"
"feature: emails","2018-8-1","4"
"feature: emails","2018-9-1","4"
"feature: emails","2018-10-1","8"
"feature: emails","2018-11-1","10"
"feature: emails","2018-12-1","12"
"feature: emails","2019-1-1","11"
"feature: emails","2019-2-1","11"
"feature: emails","2019-3-1","10"
"feature: emails","2019-4-1","9"
"feature: emails","2019-5-1","9"
"feature: emails","2019-6-1","9"
"feature: emails","2019-7-1","10"
"feature: emails","2019-8-1","10"
"feature: emails","2019-9-1","0"
"feature: emails","2019-10-1","0"
"feature: emails","2019-11-1","0"
"feature: emails","2019-12-1","0"
"wontfix","2016-1-1","0"
"wontfix","2016-2-1","0"
"wontfix","2016-3-1","0"
"wontfix","2016-4-1","0"
"wontfix","2016-5-1","0"
"wontfix","2016-6-1","0"
"wontfix","2016-7-1","0"
"wontfix","2016-8-1","0"
"wontfix","2016-9-1","0"
"wontfix","2016-10-1","0"
"wontfix","2016-11-1","0"
"wontfix","2016-12-1","0"
"wontfix","2017-1-1","0"
"wontfix","2017-2-1","0"
"wontfix","2017-3-1","0"
"wontfix","2017-4-1","0"
"wontfix","2017-5-1","0"
"wontfix","2017-6-1","0"
"wontfix","2017-7-1","0"
"wontfix","2017-8-1","0"
"wontfix","2017-9-1","0"
"wontfix","2017-10-1","0"
"wontfix","2017-11-1","0"
"wontfix","2017-12-1","0"
"wontfix","2018-1-1","0"
"wontfix","2018-2-1","0"
"wontfix","2018-3-1","0"
"wontfix","2018-4-1","0"
"wontfix","2018-5-1","0"
"wontfix","2018-6-1","0"
"wontfix","2018-7-1","0"
"wontfix","2018-8-1","0"
"wontfix","2018-9-1","0"
"wontfix","2018-10-1","0"
"wontfix","2018-11-1","0"
"wontfix","2018-12-1","0"
"wontfix","2019-1-1","0"
"wontfix","2019-2-1","0"
"wontfix","2019-3-1","0"
"wontfix","2019-4-1","0"
"wontfix","2019-5-1","0"
"wontfix","2019-6-1","0"
"wontfix","2019-7-1","1"
"wontfix","2019-8-1","0"
"wontfix","2019-9-1","0"
"wontfix","2019-10-1","0"
"wontfix","2019-11-1","0"
"wontfix","2019-12-1","0"
"feature: language l10n and translations","2016-1-1","0"
"feature: language l10n and translations","2016-2-1","0"
"feature: language l10n and translations","2016-3-1","0"
"feature: language l10n and translations","2016-4-1","0"
"feature: language l10n and translations","2016-5-1","0"
"feature: language l10n and translations","2016-6-1","0"
"feature: language l10n and translations","2016-7-1","0"
"feature: language l10n and translations","2016-8-1","0"
"feature: language l10n and translations","2016-9-1","0"
"feature: language l10n and translations","2016-10-1","0"
"feature: language l10n and translations","2016-11-1","0"
"feature: language l10n and translations","2016-12-1","1"
"feature: language l10n and translations","2017-1-1","2"
"feature: language l10n and translations","2017-2-1","2"
"feature: language l10n and translations","2017-3-1","4"
"feature: language l10n and translations","2017-4-1","6"
"feature: language l10n and translations","2017-5-1","4"
"feature: language l10n and translations","2017-6-1","9"
"feature: language l10n and translations","2017-7-1","2"
"feature: language l10n and translations","2017-8-1","4"
"feature: language l10n and translations","2017-9-1","6"
"feature: language l10n and translations","2017-10-1","4"
"feature: language l10n and translations","2017-11-1","3"
"feature: language l10n and translations","2017-12-1","3"
"feature: language l10n and translations","2018-1-1","4"
"feature: language l10n and translations","2018-2-1","4"
"feature: language l10n and translations","2018-3-1","4"
"feature: language l10n and translations","2018-4-1","3"
"feature: language l10n and translations","2018-5-1","4"
"feature: language l10n and translations","2018-6-1","6"
"feature: language l10n and translations","2018-7-1","3"
"feature: language l10n and translations","2018-8-1","4"
"feature: language l10n and translations","2018-9-1","5"
"feature: language l10n and translations","2018-10-1","7"
"feature: language l10n and translations","2018-11-1","10"
"feature: language l10n and translations","2018-12-1","10"
"feature: language l10n and translations","2019-1-1","13"
"feature: language l10n and translations","2019-2-1","11"
"feature: language l10n and translations","2019-3-1","18"
"feature: language l10n and translations","2019-4-1","12"
"feature: language l10n and translations","2019-5-1","17"
"feature: language l10n and translations","2019-6-1","15"
"feature: language l10n and translations","2019-7-1","15"
"feature: language l10n and translations","2019-8-1","11"
"feature: language l10n and translations","2019-9-1","0"
"feature: language l10n and translations","2019-10-1","0"
"feature: language l10n and translations","2019-11-1","0"
"feature: language l10n and translations","2019-12-1","0"
"feature: owncloud migration","2016-1-1","0"
"feature: owncloud migration","2016-2-1","0"
"feature: owncloud migration","2016-3-1","0"
"feature: owncloud migration","2016-4-1","0"
"feature: owncloud migration","2016-5-1","0"
"feature: owncloud migration","2016-6-1","0"
"feature: owncloud migration","2016-7-1","0"
"feature: owncloud migration","2016-8-1","0"
"feature: owncloud migration","2016-9-1","0"
"feature: owncloud migration","2016-10-1","0"
"feature: owncloud migration","2016-11-1","0"
"feature: owncloud migration","2016-12-1","0"
"feature: owncloud migration","2017-1-1","0"
"feature: owncloud migration","2017-2-1","0"
"feature: owncloud migration","2017-3-1","0"
"feature: owncloud migration","2017-4-1","0"
"feature: owncloud migration","2017-5-1","4"
"feature: owncloud migration","2017-6-1","6"
"feature: owncloud migration","2017-7-1","7"
"feature: owncloud migration","2017-8-1","6"
"feature: owncloud migration","2017-9-1","5"
"feature: owncloud migration","2017-10-1","5"
"feature: owncloud migration","2017-11-1","4"
"feature: owncloud migration","2017-12-1","4"
"feature: owncloud migration","2018-1-1","8"
"feature: owncloud migration","2018-2-1","6"
"feature: owncloud migration","2018-3-1","4"
"feature: owncloud migration","2018-4-1","3"
"feature: owncloud migration","2018-5-1","3"
"feature: owncloud migration","2018-6-1","3"
"feature: owncloud migration","2018-7-1","3"
"feature: owncloud migration","2018-8-1","3"
"feature: owncloud migration","2018-9-1","3"
"feature: owncloud migration","2018-10-1","7"
"feature: owncloud migration","2018-11-1","4"
"feature: owncloud migration","2018-12-1","4"
"feature: owncloud migration","2019-1-1","4"
"feature: owncloud migration","2019-2-1","4"
"feature: owncloud migration","2019-3-1","5"
"feature: owncloud migration","2019-4-1","6"
"feature: owncloud migration","2019-5-1","6"
"feature: owncloud migration","2019-6-1","5"
"feature: owncloud migration","2019-7-1","5"
"feature: owncloud migration","2019-8-1","4"
"feature: owncloud migration","2019-9-1","0"
"feature: owncloud migration","2019-10-1","0"
"feature: owncloud migration","2019-11-1","0"
"feature: owncloud migration","2019-12-1","0"
"feature: workflow engine","2016-1-1","0"
"feature: workflow engine","2016-2-1","0"
"feature: workflow engine","2016-3-1","0"
"feature: workflow engine","2016-4-1","0"
"feature: workflow engine","2016-5-1","0"
"feature: workflow engine","2016-6-1","0"
"feature: workflow engine","2016-7-1","13"
"feature: workflow engine","2016-8-1","14"
"feature: workflow engine","2016-9-1","7"
"feature: workflow engine","2016-10-1","4"
"feature: workflow engine","2016-11-1","2"
"feature: workflow engine","2016-12-1","2"
"feature: workflow engine","2017-1-1","7"
"feature: workflow engine","2017-2-1","10"
"feature: workflow engine","2017-3-1","12"
"feature: workflow engine","2017-4-1","13"
"feature: workflow engine","2017-5-1","11"
"feature: workflow engine","2017-6-1","12"
"feature: workflow engine","2017-7-1","12"
"feature: workflow engine","2017-8-1","12"
"feature: workflow engine","2017-9-1","10"
"feature: workflow engine","2017-10-1","11"
"feature: workflow engine","2017-11-1","12"
"feature: workflow engine","2017-12-1","12"
"feature: workflow engine","2018-1-1","15"
"feature: workflow engine","2018-2-1","16"
"feature: workflow engine","2018-3-1","18"
"feature: workflow engine","2018-4-1","16"
"feature: workflow engine","2018-5-1","17"
"feature: workflow engine","2018-6-1","15"
"feature: workflow engine","2018-7-1","15"
"feature: workflow engine","2018-8-1","16"
"feature: workflow engine","2018-9-1","10"
"feature: workflow engine","2018-10-1","10"
"feature: workflow engine","2018-11-1","8"
"feature: workflow engine","2018-12-1","8"
"feature: workflow engine","2019-1-1","1"
"feature: workflow engine","2019-2-1","1"
"feature: workflow engine","2019-3-1","2"
"feature: workflow engine","2019-4-1","2"
"feature: workflow engine","2019-5-1","5"
"feature: workflow engine","2019-6-1","3"
"feature: workflow engine","2019-7-1","4"
"feature: workflow engine","2019-8-1","3"
"feature: workflow engine","2019-9-1","0"
"feature: workflow engine","2019-10-1","0"
"feature: workflow engine","2019-11-1","0"
"feature: workflow engine","2019-12-1","0"
"feature: install and update","2016-1-1","0"
"feature: install and update","2016-2-1","0"
"feature: install and update","2016-3-1","0"
"feature: install and update","2016-4-1","0"
"feature: install and update","2016-5-1","0"
"feature: install and update","2016-6-1","2"
"feature: install and update","2016-7-1","6"
"feature: install and update","2016-8-1","12"
"feature: install and update","2016-9-1","20"
"feature: install and update","2016-10-1","17"
"feature: install and update","2016-11-1","18"
"feature: install and update","2016-12-1","34"
"feature: install and update","2017-1-1","32"
"feature: install and update","2017-2-1","33"
"feature: install and update","2017-3-1","37"
"feature: install and update","2017-4-1","41"
"feature: install and update","2017-5-1","53"
"feature: install and update","2017-6-1","39"
"feature: install and update","2017-7-1","44"
"feature: install and update","2017-8-1","52"
"feature: install and update","2017-9-1","54"
"feature: install and update","2017-10-1","54"
"feature: install and update","2017-11-1","52"
"feature: install and update","2017-12-1","57"
"feature: install and update","2018-1-1","80"
"feature: install and update","2018-2-1","81"
"feature: install and update","2018-3-1","91"
"feature: install and update","2018-4-1","90"
"feature: install and update","2018-5-1","87"
"feature: install and update","2018-6-1","92"
"feature: install and update","2018-7-1","88"
"feature: install and update","2018-8-1","85"
"feature: install and update","2018-9-1","74"
"feature: install and update","2018-10-1","83"
"feature: install and update","2018-11-1","80"
"feature: install and update","2018-12-1","72"
"feature: install and update","2019-1-1","50"
"feature: install and update","2019-2-1","47"
"feature: install and update","2019-3-1","50"
"feature: install and update","2019-4-1","52"
"feature: install and update","2019-5-1","44"
"feature: install and update","2019-6-1","43"
"feature: install and update","2019-7-1","37"
"feature: install and update","2019-8-1","35"
"feature: install and update","2019-9-1","0"
"feature: install and update","2019-10-1","0"
"feature: install and update","2019-11-1","0"
"feature: install and update","2019-12-1","0"
"15-feedback","2016-1-1","0"
"15-feedback","2016-2-1","0"
"15-feedback","2016-3-1","0"
"15-feedback","2016-4-1","0"
"15-feedback","2016-5-1","0"
"15-feedback","2016-6-1","0"
"15-feedback","2016-7-1","0"
"15-feedback","2016-8-1","0"
"15-feedback","2016-9-1","0"
"15-feedback","2016-10-1","0"
"15-feedback","2016-11-1","0"
"15-feedback","2016-12-1","0"
"15-feedback","2017-1-1","0"
"15-feedback","2017-2-1","0"
"15-feedback","2017-3-1","0"
"15-feedback","2017-4-1","0"
"15-feedback","2017-5-1","0"
"15-feedback","2017-6-1","0"
"15-feedback","2017-7-1","0"
"15-feedback","2017-8-1","0"
"15-feedback","2017-9-1","0"
"15-feedback","2017-10-1","0"
"15-feedback","2017-11-1","0"
"15-feedback","2017-12-1","0"
"15-feedback","2018-1-1","1"
"15-feedback","2018-2-1","1"
"15-feedback","2018-3-1","1"
"15-feedback","2018-4-1","1"
"15-feedback","2018-5-1","1"
"15-feedback","2018-6-1","1"
"15-feedback","2018-7-1","1"
"15-feedback","2018-8-1","1"
"15-feedback","2018-9-1","1"
"15-feedback","2018-10-1","1"
"15-feedback","2018-11-1","31"
"15-feedback","2018-12-1","21"
"15-feedback","2019-1-1","15"
"15-feedback","2019-2-1","13"
"15-feedback","2019-3-1","11"
"15-feedback","2019-4-1","13"
"15-feedback","2019-5-1","12"
"15-feedback","2019-6-1","10"
"15-feedback","2019-7-1","10"
"15-feedback","2019-8-1","5"
"15-feedback","2019-9-1","0"
"15-feedback","2019-10-1","0"
"15-feedback","2019-11-1","0"
"15-feedback","2019-12-1","0"
"16-feedback","2016-1-1","0"
"16-feedback","2016-2-1","0"
"16-feedback","2016-3-1","0"
"16-feedback","2016-4-1","0"
"16-feedback","2016-5-1","0"
"16-feedback","2016-6-1","0"
"16-feedback","2016-7-1","0"
"16-feedback","2016-8-1","0"
"16-feedback","2016-9-1","0"
"16-feedback","2016-10-1","0"
"16-feedback","2016-11-1","0"
"16-feedback","2016-12-1","0"
"16-feedback","2017-1-1","0"
"16-feedback","2017-2-1","0"
"16-feedback","2017-3-1","0"
"16-feedback","2017-4-1","0"
"16-feedback","2017-5-1","0"
"16-feedback","2017-6-1","0"
"16-feedback","2017-7-1","0"
"16-feedback","2017-8-1","0"
"16-feedback","2017-9-1","0"
"16-feedback","2017-10-1","0"
"16-feedback","2017-11-1","0"
"16-feedback","2017-12-1","0"
"16-feedback","2018-1-1","1"
"16-feedback","2018-2-1","1"
"16-feedback","2018-3-1","1"
"16-feedback","2018-4-1","1"
"16-feedback","2018-5-1","1"
"16-feedback","2018-6-1","1"
"16-feedback","2018-7-1","1"
"16-feedback","2018-8-1","1"
"16-feedback","2018-9-1","1"
"16-feedback","2018-10-1","1"
"16-feedback","2018-11-1","1"
"16-feedback","2018-12-1","1"
"16-feedback","2019-1-1","1"
"16-feedback","2019-2-1","1"
"16-feedback","2019-3-1","16"
"16-feedback","2019-4-1","29"
"16-feedback","2019-5-1","28"
"16-feedback","2019-6-1","16"
"16-feedback","2019-7-1","13"
"16-feedback","2019-8-1","10"
"16-feedback","2019-9-1","0"
"16-feedback","2019-10-1","0"
"16-feedback","2019-11-1","0"
"16-feedback","2019-12-1","0"
"feature: previews and thumbnails","2016-1-1","0"
"feature: previews and thumbnails","2016-2-1","0"
"feature: previews and thumbnails","2016-3-1","0"
"feature: previews and thumbnails","2016-4-1","0"
"feature: previews and thumbnails","2016-5-1","0"
"feature: previews and thumbnails","2016-6-1","0"
"feature: previews and thumbnails","2016-7-1","0"
"feature: previews and thumbnails","2016-8-1","1"
"feature: previews and thumbnails","2016-9-1","1"
"feature: previews and thumbnails","2016-10-1","1"
"feature: previews and thumbnails","2016-11-1","1"
"feature: previews and thumbnails","2016-12-1","3"
"feature: previews and thumbnails","2017-1-1","9"
"feature: previews and thumbnails","2017-2-1","14"
"feature: previews and thumbnails","2017-3-1","15"
"feature: previews and thumbnails","2017-4-1","13"
"feature: previews and thumbnails","2017-5-1","13"
"feature: previews and thumbnails","2017-6-1","22"
"feature: previews and thumbnails","2017-7-1","24"
"feature: previews and thumbnails","2017-8-1","21"
"feature: previews and thumbnails","2017-9-1","18"
"feature: previews and thumbnails","2017-10-1","16"
"feature: previews and thumbnails","2017-11-1","18"
"feature: previews and thumbnails","2017-12-1","20"
"feature: previews and thumbnails","2018-1-1","39"
"feature: previews and thumbnails","2018-2-1","36"
"feature: previews and thumbnails","2018-3-1","34"
"feature: previews and thumbnails","2018-4-1","34"
"feature: previews and thumbnails","2018-5-1","44"
"feature: previews and thumbnails","2018-6-1","34"
"feature: previews and thumbnails","2018-7-1","29"
"feature: previews and thumbnails","2018-8-1","31"
"feature: previews and thumbnails","2018-9-1","19"
"feature: previews and thumbnails","2018-10-1","23"
"feature: previews and thumbnails","2018-11-1","19"
"feature: previews and thumbnails","2018-12-1","20"
"feature: previews and thumbnails","2019-1-1","14"
"feature: previews and thumbnails","2019-2-1","11"
"feature: previews and thumbnails","2019-3-1","13"
"feature: previews and thumbnails","2019-4-1","12"
"feature: previews and thumbnails","2019-5-1","12"
"feature: previews and thumbnails","2019-6-1","12"
"feature: previews and thumbnails","2019-7-1","13"
"feature: previews and thumbnails","2019-8-1","12"
"feature: previews and thumbnails","2019-9-1","0"
"feature: previews and thumbnails","2019-10-1","0"
"feature: previews and thumbnails","2019-11-1","0"
"feature: previews and thumbnails","2019-12-1","0"
"good first issue","2016-1-1","0"
"good first issue","2016-2-1","0"
"good first issue","2016-3-1","0"
"good first issue","2016-4-1","0"
"good first issue","2016-5-1","0"
"good first issue","2016-6-1","9"
"good first issue","2016-7-1","26"
"good first issue","2016-8-1","31"
"good first issue","2016-9-1","37"
"good first issue","2016-10-1","48"
"good first issue","2016-11-1","51"
"good first issue","2016-12-1","42"
"good first issue","2017-1-1","94"
"good first issue","2017-2-1","100"
"good first issue","2017-3-1","113"
"good first issue","2017-4-1","113"
"good first issue","2017-5-1","113"
"good first issue","2017-6-1","119"
"good first issue","2017-7-1","122"
"good first issue","2017-8-1","130"
"good first issue","2017-9-1","125"
"good first issue","2017-10-1","120"
"good first issue","2017-11-1","123"
"good first issue","2017-12-1","116"
"good first issue","2018-1-1","113"
"good first issue","2018-2-1","116"
"good first issue","2018-3-1","117"
"good first issue","2018-4-1","115"
"good first issue","2018-5-1","112"
"good first issue","2018-6-1","110"
"good first issue","2018-7-1","107"
"good first issue","2018-8-1","103"
"good first issue","2018-9-1","73"
"good first issue","2018-10-1","68"
"good first issue","2018-11-1","68"
"good first issue","2018-12-1","68"
"good first issue","2019-1-1","43"
"good first issue","2019-2-1","44"
"good first issue","2019-3-1","38"
"good first issue","2019-4-1","38"
"good first issue","2019-5-1","42"
"good first issue","2019-6-1","43"
"good first issue","2019-7-1","42"
"good first issue","2019-8-1","36"
"good first issue","2019-9-1","0"
"good first issue","2019-10-1","0"
"good first issue","2019-11-1","0"
"good first issue","2019-12-1","0"
"stale","2016-1-1","0"
"stale","2016-2-1","0"
"stale","2016-3-1","0"
"stale","2016-4-1","0"
"stale","2016-5-1","0"
"stale","2016-6-1","0"
"stale","2016-7-1","2"
"stale","2016-8-1","3"
"stale","2016-9-1","6"
"stale","2016-10-1","8"
"stale","2016-11-1","9"
"stale","2016-12-1","11"
"stale","2017-1-1","32"
"stale","2017-2-1","33"
"stale","2017-3-1","36"
"stale","2017-4-1","45"
"stale","2017-5-1","56"
"stale","2017-6-1","62"
"stale","2017-7-1","66"
"stale","2017-8-1","73"
"stale","2017-9-1","82"
"stale","2017-10-1","90"
"stale","2017-11-1","94"
"stale","2017-12-1","99"
"stale","2018-1-1","162"
"stale","2018-2-1","169"
"stale","2018-3-1","170"
"stale","2018-4-1","173"
"stale","2018-5-1","162"
"stale","2018-6-1","153"
"stale","2018-7-1","123"
"stale","2018-8-1","111"
"stale","2018-9-1","109"
"stale","2018-10-1","110"
"stale","2018-11-1","110"
"stale","2018-12-1","110"
"stale","2019-1-1","42"
"stale","2019-2-1","46"
"stale","2019-3-1","56"
"stale","2019-4-1","59"
"stale","2019-5-1","59"
"stale","2019-6-1","61"
"stale","2019-7-1","45"
"stale","2019-8-1","15"
"stale","2019-9-1","0"
"stale","2019-10-1","0"
"stale","2019-11-1","0"
"stale","2019-12-1","0"
"feature: contacts menu","2016-1-1","0"
"feature: contacts menu","2016-2-1","0"
"feature: contacts menu","2016-3-1","0"
"feature: contacts menu","2016-4-1","0"
"feature: contacts menu","2016-5-1","0"
"feature: contacts menu","2016-6-1","1"
"feature: contacts menu","2016-7-1","1"
"feature: contacts menu","2016-8-1","1"
"feature: contacts menu","2016-9-1","1"
"feature: contacts menu","2016-10-1","1"
"feature: contacts menu","2016-11-1","1"
"feature: contacts menu","2016-12-1","1"
"feature: contacts menu","2017-1-1","2"
"feature: contacts menu","2017-2-1","2"
"feature: contacts menu","2017-3-1","2"
"feature: contacts menu","2017-4-1","7"
"feature: contacts menu","2017-5-1","15"
"feature: contacts menu","2017-6-1","12"
"feature: contacts menu","2017-7-1","11"
"feature: contacts menu","2017-8-1","12"
"feature: contacts menu","2017-9-1","16"
"feature: contacts menu","2017-10-1","13"
"feature: contacts menu","2017-11-1","9"
"feature: contacts menu","2017-12-1","9"
"feature: contacts menu","2018-1-1","12"
"feature: contacts menu","2018-2-1","11"
"feature: contacts menu","2018-3-1","11"
"feature: contacts menu","2018-4-1","13"
"feature: contacts menu","2018-5-1","17"
"feature: contacts menu","2018-6-1","18"
"feature: contacts menu","2018-7-1","20"
"feature: contacts menu","2018-8-1","20"
"feature: contacts menu","2018-9-1","15"
"feature: contacts menu","2018-10-1","14"
"feature: contacts menu","2018-11-1","12"
"feature: contacts menu","2018-12-1","12"
"feature: contacts menu","2019-1-1","9"
"feature: contacts menu","2019-2-1","8"
"feature: contacts menu","2019-3-1","10"
"feature: contacts menu","2019-4-1","11"
"feature: contacts menu","2019-5-1","10"
"feature: contacts menu","2019-6-1","10"
"feature: contacts menu","2019-7-1","8"
"feature: contacts menu","2019-8-1","8"
"feature: contacts menu","2019-9-1","0"
"feature: contacts menu","2019-10-1","0"
"feature: contacts menu","2019-11-1","0"
"feature: contacts menu","2019-12-1","0"
"feature: settings","2016-1-1","0"
"feature: settings","2016-2-1","0"
"feature: settings","2016-3-1","0"
"feature: settings","2016-4-1","0"
"feature: settings","2016-5-1","0"
"feature: settings","2016-6-1","0"
"feature: settings","2016-7-1","0"
"feature: settings","2016-8-1","2"
"feature: settings","2016-9-1","3"
"feature: settings","2016-10-1","13"
"feature: settings","2016-11-1","20"
"feature: settings","2016-12-1","22"
"feature: settings","2017-1-1","30"
"feature: settings","2017-2-1","27"
"feature: settings","2017-3-1","30"
"feature: settings","2017-4-1","37"
"feature: settings","2017-5-1","34"
"feature: settings","2017-6-1","38"
"feature: settings","2017-7-1","34"
"feature: settings","2017-8-1","33"
"feature: settings","2017-9-1","33"
"feature: settings","2017-10-1","34"
"feature: settings","2017-11-1","34"
"feature: settings","2017-12-1","34"
"feature: settings","2018-1-1","34"
"feature: settings","2018-2-1","31"
"feature: settings","2018-3-1","34"
