"name","year","qtd"
"feature: dependencies","2019-11-1","0"
"feature: dependencies","2019-12-1","0"
"javascript","2016-1-1","0"
"javascript","2016-2-1","0"
"javascript","2016-3-1","0"
"javascript","2016-4-1","0"
"javascript","2016-5-1","0"
"javascript","2016-6-1","0"
"javascript","2016-7-1","0"
"javascript","2016-8-1","0"
"javascript","2016-9-1","0"
"javascript","2016-10-1","0"
"javascript","2016-11-1","0"
"javascript","2016-12-1","0"
"javascript","2017-1-1","0"
"javascript","2017-2-1","0"
"javascript","2017-3-1","0"
"javascript","2017-4-1","0"
"javascript","2017-5-1","0"
"javascript","2017-6-1","0"
"javascript","2017-7-1","0"
"javascript","2017-8-1","0"
"javascript","2017-9-1","0"
"javascript","2017-10-1","0"
"javascript","2017-11-1","0"
"javascript","2017-12-1","0"
"javascript","2018-1-1","0"
"javascript","2018-2-1","0"
"javascript","2018-3-1","0"
"javascript","2018-4-1","0"
"javascript","2018-5-1","0"
"javascript","2018-6-1","0"
"javascript","2018-7-1","0"
"javascript","2018-8-1","0"
"javascript","2018-9-1","10"
"javascript","2018-10-1","3"
"javascript","2018-11-1","0"
"javascript","2018-12-1","6"
"javascript","2019-1-1","54"
"javascript","2019-2-1","58"
"javascript","2019-3-1","14"
"javascript","2019-4-1","37"
"javascript","2019-5-1","24"
"javascript","2019-6-1","0"
"javascript","2019-7-1","0"
"javascript","2019-8-1","0"
"javascript","2019-9-1","0"
"javascript","2019-10-1","0"
"javascript","2019-11-1","0"
"javascript","2019-12-1","0"
"security","2016-1-1","0"
"security","2016-2-1","0"
"security","2016-3-1","0"
"security","2016-4-1","0"
"security","2016-5-1","0"
"security","2016-6-1","0"
"security","2016-7-1","5"
"security","2016-8-1","7"
"security","2016-9-1","12"
"security","2016-10-1","14"
"security","2016-11-1","18"
"security","2016-12-1","18"
"security","2017-1-1","50"
"security","2017-2-1","40"
"security","2017-3-1","52"
"security","2017-4-1","44"
"security","2017-5-1","44"
"security","2017-6-1","32"
"security","2017-7-1","34"
"security","2017-8-1","37"
"security","2017-9-1","42"
"security","2017-10-1","41"
"security","2017-11-1","45"
"security","2017-12-1","45"
"security","2018-1-1","42"
"security","2018-2-1","39"
"security","2018-3-1","39"
"security","2018-4-1","42"
"security","2018-5-1","42"
"security","2018-6-1","35"
"security","2018-7-1","32"
"security","2018-8-1","33"
"security","2018-9-1","46"
"security","2018-10-1","46"
"security","2018-11-1","35"
"security","2018-12-1","37"
"security","2019-1-1","37"
"security","2019-2-1","45"
"security","2019-3-1","27"
"security","2019-4-1","29"
"security","2019-5-1","33"
"security","2019-6-1","0"
"security","2019-7-1","0"
"security","2019-8-1","0"
"security","2019-9-1","0"
"security","2019-10-1","0"
"security","2019-11-1","0"
"security","2019-12-1","0"
"2. developing","2016-1-1","0"
"2. developing","2016-2-1","0"
"2. developing","2016-3-1","0"
"2. developing","2016-4-1","0"
"2. developing","2016-5-1","0"
"2. developing","2016-6-1","4"
"2. developing","2016-7-1","5"
"2. developing","2016-8-1","13"
"2. developing","2016-9-1","19"
"2. developing","2016-10-1","25"
"2. developing","2016-11-1","22"
"2. developing","2016-12-1","32"
"2. developing","2017-1-1","43"
"2. developing","2017-2-1","35"
"2. developing","2017-3-1","49"
"2. developing","2017-4-1","45"
"2. developing","2017-5-1","37"
"2. developing","2017-6-1","35"
"2. developing","2017-7-1","38"
"2. developing","2017-8-1","52"
"2. developing","2017-9-1","43"
"2. developing","2017-10-1","45"
"2. developing","2017-11-1","43"
"2. developing","2017-12-1","33"
"2. developing","2018-1-1","40"
"2. developing","2018-2-1","43"
"2. developing","2018-3-1","41"
"2. developing","2018-4-1","38"
"2. developing","2018-5-1","44"
"2. developing","2018-6-1","30"
"2. developing","2018-7-1","33"
"2. developing","2018-8-1","29"
"2. developing","2018-9-1","34"
"2. developing","2018-10-1","41"
"2. developing","2018-11-1","35"
"2. developing","2018-12-1","32"
"2. developing","2019-1-1","38"
"2. developing","2019-2-1","32"
"2. developing","2019-3-1","37"
"2. developing","2019-4-1","39"
"2. developing","2019-5-1","37"
"2. developing","2019-6-1","0"
"2. developing","2019-7-1","0"
"2. developing","2019-8-1","0"
"2. developing","2019-9-1","0"
"2. developing","2019-10-1","0"
"2. developing","2019-11-1","0"
"2. developing","2019-12-1","0"
"1. to develop","2016-1-1","0"
"1. to develop","2016-2-1","0"
"1. to develop","2016-3-1","0"
"1. to develop","2016-4-1","0"
"1. to develop","2016-5-1","0"
"1. to develop","2016-6-1","5"
"1. to develop","2016-7-1","21"
"1. to develop","2016-8-1","40"
"1. to develop","2016-9-1","48"
"1. to develop","2016-10-1","56"
"1. to develop","2016-11-1","68"
"1. to develop","2016-12-1","81"
"1. to develop","2017-1-1","185"
"1. to develop","2017-2-1","203"
"1. to develop","2017-3-1","213"
"1. to develop","2017-4-1","227"
"1. to develop","2017-5-1","230"
"1. to develop","2017-6-1","186"
"1. to develop","2017-7-1","185"
"1. to develop","2017-8-1","185"
"1. to develop","2017-9-1","184"
"1. to develop","2017-10-1","186"
"1. to develop","2017-11-1","188"
"1. to develop","2017-12-1","199"
"1. to develop","2018-1-1","171"
"1. to develop","2018-2-1","166"
"1. to develop","2018-3-1","174"
"1. to develop","2018-4-1","181"
"1. to develop","2018-5-1","182"
"1. to develop","2018-6-1","136"
"1. to develop","2018-7-1","135"
"1. to develop","2018-8-1","135"
"1. to develop","2018-9-1","147"
"1. to develop","2018-10-1","160"
"1. to develop","2018-11-1","163"
"1. to develop","2018-12-1","177"
"1. to develop","2019-1-1","142"
"1. to develop","2019-2-1","139"
"1. to develop","2019-3-1","136"
"1. to develop","2019-4-1","139"
"1. to develop","2019-5-1","134"
"1. to develop","2019-6-1","0"
"1. to develop","2019-7-1","0"
"1. to develop","2019-8-1","0"
"1. to develop","2019-9-1","0"
"1. to develop","2019-10-1","0"
"1. to develop","2019-11-1","0"
"1. to develop","2019-12-1","0"
"enhancement","2016-1-1","0"
"enhancement","2016-2-1","0"
"enhancement","2016-3-1","0"
"enhancement","2016-4-1","0"
"enhancement","2016-5-1","0"
"enhancement","2016-6-1","69"
"enhancement","2016-7-1","141"
"enhancement","2016-8-1","197"
"enhancement","2016-9-1","238"
"enhancement","2016-10-1","296"
"enhancement","2016-11-1","290"
"enhancement","2016-12-1","312"
"enhancement","2017-1-1","610"
"enhancement","2017-2-1","615"
"enhancement","2017-3-1","708"
"enhancement","2017-4-1","700"
"enhancement","2017-5-1","683"
"enhancement","2017-6-1","595"
"enhancement","2017-7-1","634"
"enhancement","2017-8-1","642"
"enhancement","2017-9-1","650"
"enhancement","2017-10-1","659"
"enhancement","2017-11-1","676"
"enhancement","2017-12-1","666"
"enhancement","2018-1-1","723"
"enhancement","2018-2-1","701"
"enhancement","2018-3-1","733"
"enhancement","2018-4-1","737"
"enhancement","2018-5-1","755"
"enhancement","2018-6-1","529"
"enhancement","2018-7-1","522"
"enhancement","2018-8-1","527"
"enhancement","2018-9-1","593"
"enhancement","2018-10-1","678"
"enhancement","2018-11-1","648"
"enhancement","2018-12-1","657"
"enhancement","2019-1-1","485"
"enhancement","2019-2-1","497"
"enhancement","2019-3-1","501"
"enhancement","2019-4-1","496"
"enhancement","2019-5-1","457"
"enhancement","2019-6-1","0"
"enhancement","2019-7-1","0"
"enhancement","2019-8-1","0"
"enhancement","2019-9-1","0"
"enhancement","2019-10-1","0"
"enhancement","2019-11-1","0"
"enhancement","2019-12-1","0"
"feature: settings","2016-1-1","0"
"feature: settings","2016-2-1","0"
"feature: settings","2016-3-1","0"
"feature: settings","2016-4-1","0"
"feature: settings","2016-5-1","0"
"feature: settings","2016-6-1","0"
"feature: settings","2016-7-1","0"
"feature: settings","2016-8-1","2"
"feature: settings","2016-9-1","3"
"feature: settings","2016-10-1","13"
"feature: settings","2016-11-1","20"
"feature: settings","2016-12-1","22"
"feature: settings","2017-1-1","30"
"feature: settings","2017-2-1","27"
"feature: settings","2017-3-1","30"
"feature: settings","2017-4-1","37"
"feature: settings","2017-5-1","34"
"feature: settings","2017-6-1","35"
"feature: settings","2017-7-1","31"
"feature: settings","2017-8-1","30"
"feature: settings","2017-9-1","33"
"feature: settings","2017-10-1","34"
"feature: settings","2017-11-1","34"
"feature: settings","2017-12-1","34"
"feature: settings","2018-1-1","34"
"feature: settings","2018-2-1","31"
"feature: settings","2018-3-1","34"
"feature: settings","2018-4-1","31"
"feature: settings","2018-5-1","28"
"feature: settings","2018-6-1","28"
"feature: settings","2018-7-1","18"
"feature: settings","2018-8-1","19"
"feature: settings","2018-9-1","22"
"feature: settings","2018-10-1","22"
"feature: settings","2018-11-1","26"
"feature: settings","2018-12-1","26"
"feature: settings","2019-1-1","21"
"feature: settings","2019-2-1","20"
"feature: settings","2019-3-1","20"
"feature: settings","2019-4-1","13"
"feature: settings","2019-5-1","13"
"feature: settings","2019-6-1","0"
"feature: settings","2019-7-1","0"
"feature: settings","2019-8-1","0"
"feature: settings","2019-9-1","0"
"feature: settings","2019-10-1","0"
"feature: settings","2019-11-1","0"
"feature: settings","2019-12-1","0"
"feature: activity and notification","2016-1-1","0"
"feature: activity and notification","2016-2-1","0"
"feature: activity and notification","2016-3-1","0"
"feature: activity and notification","2016-4-1","0"
"feature: activity and notification","2016-5-1","0"
"feature: activity and notification","2016-6-1","0"
"feature: activity and notification","2016-7-1","0"
"feature: activity and notification","2016-8-1","0"
"feature: activity and notification","2016-9-1","0"
"feature: activity and notification","2016-10-1","4"
"feature: activity and notification","2016-11-1","18"
"feature: activity and notification","2016-12-1","14"
"feature: activity and notification","2017-1-1","15"
"feature: activity and notification","2017-2-1","16"
"feature: activity and notification","2017-3-1","13"
"feature: activity and notification","2017-4-1","8"
"feature: activity and notification","2017-5-1","10"
"feature: activity and notification","2017-6-1","14"
"feature: activity and notification","2017-7-1","15"
"feature: activity and notification","2017-8-1","9"
"feature: activity and notification","2017-9-1","18"
"feature: activity and notification","2017-10-1","13"
"feature: activity and notification","2017-11-1","11"
"feature: activity and notification","2017-12-1","10"
"feature: activity and notification","2018-1-1","16"
"feature: activity and notification","2018-2-1","18"
"feature: activity and notification","2018-3-1","21"
"feature: activity and notification","2018-4-1","19"
"feature: activity and notification","2018-5-1","20"
"feature: activity and notification","2018-6-1","15"
"feature: activity and notification","2018-7-1","17"
"feature: activity and notification","2018-8-1","14"
"feature: activity and notification","2018-9-1","18"
"feature: activity and notification","2018-10-1","22"
"feature: activity and notification","2018-11-1","27"
"feature: activity and notification","2018-12-1","24"
"feature: activity and notification","2019-1-1","22"
"feature: activity and notification","2019-2-1","20"
"feature: activity and notification","2019-3-1","21"
"feature: activity and notification","2019-4-1","16"
"feature: activity and notification","2019-5-1","15"
"feature: activity and notification","2019-6-1","0"
"feature: activity and notification","2019-7-1","0"
"feature: activity and notification","2019-8-1","0"
"feature: activity and notification","2019-9-1","0"
"feature: activity and notification","2019-10-1","0"
"feature: activity and notification","2019-11-1","0"
"feature: activity and notification","2019-12-1","0"
"feature: files","2016-1-1","0"
"feature: files","2016-2-1","0"
"feature: files","2016-3-1","0"
"feature: files","2016-4-1","0"
"feature: files","2016-5-1","0"
"feature: files","2016-6-1","3"
"feature: files","2016-7-1","12"
"feature: files","2016-8-1","19"
"feature: files","2016-9-1","32"
"feature: files","2016-10-1","40"
"feature: files","2016-11-1","48"
"feature: files","2016-12-1","51"
"feature: files","2017-1-1","107"
"feature: files","2017-2-1","106"
"feature: files","2017-3-1","113"
"feature: files","2017-4-1","111"
"feature: files","2017-5-1","113"
"feature: files","2017-6-1","92"
"feature: files","2017-7-1","91"
"feature: files","2017-8-1","99"
"feature: files","2017-9-1","102"
"feature: files","2017-10-1","98"
"feature: files","2017-11-1","101"
"feature: files","2017-12-1","108"
"feature: files","2018-1-1","100"
"feature: files","2018-2-1","80"
"feature: files","2018-3-1","86"
"feature: files","2018-4-1","89"
"feature: files","2018-5-1","90"
"feature: files","2018-6-1","66"
"feature: files","2018-7-1","73"
"feature: files","2018-8-1","84"
"feature: files","2018-9-1","93"
"feature: files","2018-10-1","122"
"feature: files","2018-11-1","119"
"feature: files","2018-12-1","104"
"feature: files","2019-1-1","92"
"feature: files","2019-2-1","93"
"feature: files","2019-3-1","88"
"feature: files","2019-4-1","82"
"feature: files","2019-5-1","72"
"feature: files","2019-6-1","0"
"feature: files","2019-7-1","0"
"feature: files","2019-8-1","0"
"feature: files","2019-9-1","0"
"feature: files","2019-10-1","0"
"feature: files","2019-11-1","0"
"feature: files","2019-12-1","0"
"3. to review","2016-1-1","0"
"3. to review","2016-2-1","0"
"3. to review","2016-3-1","0"
"3. to review","2016-4-1","0"
"3. to review","2016-5-1","0"
"3. to review","2016-6-1","114"
"3. to review","2016-7-1","199"
"3. to review","2016-8-1","291"
"3. to review","2016-9-1","195"
"3. to review","2016-10-1","201"
"3. to review","2016-11-1","248"
"3. to review","2016-12-1","231"
"3. to review","2017-1-1","179"
"3. to review","2017-2-1","168"
"3. to review","2017-3-1","256"
"3. to review","2017-4-1","237"
"3. to review","2017-5-1","243"
"3. to review","2017-6-1","178"
"3. to review","2017-7-1","209"
"3. to review","2017-8-1","199"
"3. to review","2017-9-1","201"
"3. to review","2017-10-1","171"
"3. to review","2017-11-1","205"
"3. to review","2017-12-1","138"
"3. to review","2018-1-1","258"
"3. to review","2018-2-1","211"
"3. to review","2018-3-1","228"
"3. to review","2018-4-1","171"
"3. to review","2018-5-1","191"
"3. to review","2018-6-1","167"
"3. to review","2018-7-1","158"
"3. to review","2018-8-1","187"
"3. to review","2018-9-1","210"
"3. to review","2018-10-1","292"
"3. to review","2018-11-1","250"
"3. to review","2018-12-1","197"
"3. to review","2019-1-1","265"
"3. to review","2019-2-1","194"
"3. to review","2019-3-1","153"
"3. to review","2019-4-1","118"
"3. to review","2019-5-1","48"
"3. to review","2019-6-1","0"
"3. to review","2019-7-1","0"
"3. to review","2019-8-1","0"
"3. to review","2019-9-1","0"
"3. to review","2019-10-1","0"
"3. to review","2019-11-1","0"
"3. to review","2019-12-1","0"
"feature: install and update","2016-1-1","0"
"feature: install and update","2016-2-1","0"
"feature: install and update","2016-3-1","0"
"feature: install and update","2016-4-1","0"
"feature: install and update","2016-5-1","0"
"feature: install and update","2016-6-1","2"
"feature: install and update","2016-7-1","6"
"feature: install and update","2016-8-1","12"
"feature: install and update","2016-9-1","20"
"feature: install and update","2016-10-1","17"
"feature: install and update","2016-11-1","18"
"feature: install and update","2016-12-1","34"
"feature: install and update","2017-1-1","32"
"feature: install and update","2017-2-1","33"
"feature: install and update","2017-3-1","36"
"feature: install and update","2017-4-1","40"
"feature: install and update","2017-5-1","52"
"feature: install and update","2017-6-1","37"
"feature: install and update","2017-7-1","42"
"feature: install and update","2017-8-1","50"
"feature: install and update","2017-9-1","53"
"feature: install and update","2017-10-1","53"
"feature: install and update","2017-11-1","51"
"feature: install and update","2017-12-1","56"
"feature: install and update","2018-1-1","78"
"feature: install and update","2018-2-1","79"
"feature: install and update","2018-3-1","89"
"feature: install and update","2018-4-1","88"
"feature: install and update","2018-5-1","85"
"feature: install and update","2018-6-1","75"
"feature: install and update","2018-7-1","72"
"feature: install and update","2018-8-1","70"
"feature: install and update","2018-9-1","73"
"feature: install and update","2018-10-1","82"
"feature: install and update","2018-11-1","79"
"feature: install and update","2018-12-1","71"
"feature: install and update","2019-1-1","50"
"feature: install and update","2019-2-1","47"
"feature: install and update","2019-3-1","50"
"feature: install and update","2019-4-1","52"
"feature: install and update","2019-5-1","40"
"feature: install and update","2019-6-1","0"
"feature: install and update","2019-7-1","0"
"feature: install and update","2019-8-1","0"
"feature: install and update","2019-9-1","0"
